Actual Beta,Actual Beta Forecast,Actual Final Size,Beta Hat Node Infections,Beta Hat Node Infections Forecast,Beta Hat Infection num sus nbrs,Beta Hat Infection num sus nbrs Forecast,Beta Hat Infection num inf nbrs,Beta Hat Infection num inf nbrs Forecast
5.653639047493836,9674.398518091833,9113,5.48461074230537,9674.31511091059,4.881309661868265,9673.877568026164,4.144134373539587,9672.782441969914
5.707582324981409,9674.40928311871,9082,5.314738696418087,9674.200264398904,9.005026348226744,9674.919116894675,6.638184403130047,9674.691478787967
1.2061097651897434,9464.765988065397,7550,1.2590794979079496,9491.536111895357,2.38804421379548,9654.47692950327,1.9050716098927105,9628.998790492487
6.5465991623297315,9674.683402562112,9135,6.166101694915253,9674.589165206487,12.409999134262957,9674.982024525845,9.956112561637566,9674.950997010563
5.391245511874299,9674.272436742056,9069,5.497257769652652,9674.330630696462,8.619717549248739,9674.907253949867,7.008877068084818,9674.76720942571
1.2001390680638846,9491.504138982054,7575,1.2530361004824486,9518.3050177862,2.7782918939882895,9689.608764019895,2.225420807940478,9675.166439104562
2.2517016552306424,9676.956551034047,8377,2.2663043478260874,9677.518631560724,5.2308547205162,9700.129384287537,3.9390494000067164,9698.209436694535
3.004873011950778,9693.024560379077,8676,3.088014311270125,9693.82819213413,5.480913069829806,9700.309742405372,4.465154830509962,9699.371703540071
4.446384620258236,9699.387851015767,8959,4.2851656265002385,9699.120819485332,7.614905419682751,9700.840784894779,7.107786213279983,9700.784209315532
1.0842476106517374,9410.878113381803,7265,1.0531140861466821,9383.83872778856,2.0384857674486407,9664.984917689233,1.631637625305665,9623.299227087313
3.874632383721801,9698.141341437879,8770,3.659672681493916,9697.397789767329,8.214849451215812,9700.884745987441,6.537930849240546,9700.685510430689
4.290326545184064,9699.080372620805,8904,3.980708838043966,9698.392732799563,5.393477724758023,9700.261093226849,4.148018952526525,9698.795669902705
0.2874791116227915,2868.0578097136226,3929,0.2792008562254727,2719.2018008308373,0.6211737855159636,8146.845940134258,0.5060119074420977,7108.923206560744
5.212399242192292,9697.974288778927,9068,5.514058679706602,9698.189580761715,11.51974476348701,9698.96730931624,9.99334491037184,9698.938370598567
7.013721088484557,9698.706757622225,9218,7.0313935681470126,9698.709918362809,12.629915102353685,9698.978028674997,10.132520065099875,9698.941320262995
6.318897697973217,9698.550554950265,9182,6.729212656364973,9698.657023906375,7.476919744617931,9698.782781375865,6.200660059355464,9698.51272974487
7.642207705937034,9698.803750873094,9262,7.9294926913155654,9698.833046821026,13.530244052480922,9698.984752480048,10.349878468202068,9698.948810866776
1.255387256849777,9493.304113747092,7503,1.2299077733860344,9479.623511304873,2.51472852202884,9679.56744607282,2.1075582146937943,9662.453790358539
4.375883839909074,9696.872271137068,8934,4.304305757135946,9696.724916282341,8.87133328123169,9698.893743524162,6.961075177099488,9698.695418695614
5.85787712070745,9698.37061899486,9128,6.568329718004335,9698.613390248016,10.731929081723495,9698.954933462626,8.52337426935854,9698.875124506307
6.738634026778609,9716.699157050552,9219,6.698319941563185,9716.6911925562,11.148359423960201,9716.968038988703,9.529528569111623,9716.935117151885
5.0071554151599065,9715.92030582174,9073,4.976308539944905,9715.891940286789,7.643173779509155,9716.825177452556,6.086425470959957,9716.529013690617
1.8468948974988564,9663.143201726836,8124,1.7632208922742112,9653.846521743786,2.9572322879332456,9707.162540160167,2.3928998760096816,9695.476457393244
1.0844481803844175,9412.325125895944,7334,1.0742049469964663,9403.363409395297,2.540167448794172,9699.736501007952,1.845425363145607,9663.092981284633
1.971581527897831,9674.994428483493,8273,2.077116935483871,9682.07650408151,3.632032068515523,9712.708046605105,2.9687301023179247,9707.634978286698
1.3528482312504808,9564.475430273164,7697,1.3043626448534424,9545.523464409122,2.406027543971889,9695.830465787038,2.287377357933164,9691.587294231176
4.111454857799231,9740.649614459042,8896,3.792896876337185,9739.736462263165,10.682158022569872,9742.962572614673,8.28070999759601,9742.882880282552
0.8459788986842975,9106.53670464851,6912,0.8387411563796047,9090.755489516912,1.5354491349670207,9641.220785156975,1.2396768222704466,9540.6023545359
1.096970402717612,9454.92026427249,7414,1.1250381213784693,9476.509198231608,2.0527718351655175,9706.744859618912,1.678847321417804,9670.251060607729
5.041176071834991,9741.998651019614,9054,4.695153725898904,9741.649976497703,11.166333506893615,9742.969794461866,9.80082773174906,9742.94550540361
6.156137128073692,9742.568548489804,9114,5.489721886336156,9742.295119237053,8.755231449672399,9742.907939094408,6.991161222179874,9742.751602512126
6.565654436033696,9706.692756397651,9192,6.731814842027921,9706.724699409388,10.397580223806546,9706.96087387259,8.82133484811199,9706.917481638018
4.535076960337544,9705.452363947865,8971,4.776294714361987,9705.752818769439,6.774217150148598,9706.719431977624,5.340142456638395,9706.220331472914
0.2466782671165768,2164.379716494028,3524,0.25257101761956136,2239.473757381723,0.24419117797399462,2134.004519301027,0.20548323997515947,1748.6563042578607
7.544836043924025,9705.825024432801,9238,7.962802768166085,9705.8621111229,12.408119880957186,9705.981228659717,10.159452463352483,9705.953576068992
4.175760124157929,9703.824413638786,8925,4.433915211970075,9704.301936081598,10.630297473841372,9705.962657630915,8.404519390664227,9705.89260722142
6.012195520024058,9705.525720810272,9123,5.3769230769230765,9705.235680148138,10.42067242337364,9705.958053958888,8.03369282367821,9705.866105864661
4.062320862910758,9703.518762332162,8864,3.8153912667531342,9702.800362014827,9.01806040732422,9705.918049186885,7.0293968882406395,9705.75504515146
1.2407108492710461,9509.696294607067,7410,1.2205298013245032,9499.273707541985,1.8102169251987081,9649.538342300091,1.8820599454903986,9656.628004960136
