Sample,N,I,S,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.01,9953,100,9835,9431,402,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,9953,249,9660,8801,811,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,9953,498,9369,7764,1448,144,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,9953,746,9066,6793,1963,280,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,9953,995,8760,5960,2319,422,51,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,9953,1244,8429,5189,2539,589,100,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9953,1493,8098,4536,2659,748,138,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,9953,2488,6757,2631,2491,1151,383,81,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,9953,100,9844,9446,387,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,9953,249,9681,8807,826,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,9953,498,9405,7765,1500,128,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,9953,746,9121,6861,1924,310,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,9953,995,8829,6035,2274,462,50,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,9953,1244,8543,5255,2530,645,95,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9953,1493,8257,4604,2670,779,179,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,9953,2488,7087,2734,2619,1224,397,84,23,5,1,0,0,0,0,0,0,0,0,0,0,0,0
0.01,9953,100,9789,9420,361,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,9953,249,9523,8583,892,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,9953,498,9083,7495,1407,161,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,9953,746,8520,6408,1823,270,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,9953,995,7853,5359,2061,381,47,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,9953,1244,7164,4476,2107,503,68,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9953,1493,6205,3580,1997,514,103,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,9953,100,9800,9432,358,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,9953,249,9571,8708,811,47,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,9953,498,9211,7590,1488,125,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,9953,746,8839,6613,1931,261,29,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,9953,995,8434,5638,2327,399,68,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,9953,1244,8051,4887,2479,577,95,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9953,1493,7701,4229,2533,782,134,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,9953,2488,5686,2254,2108,969,288,59,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,9953,100,9839,9500,331,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,9953,249,9670,8807,823,37,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,9953,498,9384,7729,1481,162,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,9953,746,9103,6807,1960,290,41,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,9953,995,8821,5988,2292,461,72,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,9953,1244,8528,5259,2509,635,107,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9953,1493,8207,4603,2685,742,147,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,9953,2488,7018,2677,2659,1220,370,75,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,9953,100,9834,9440,384,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,9953,249,9665,8744,878,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,9953,498,9368,7712,1500,148,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,9953,746,9073,6758,1985,302,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,9953,995,8768,5904,2352,460,45,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,9953,1244,8465,5144,2581,628,96,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9953,1493,8171,4546,2641,807,156,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,9953,2488,6935,2657,2591,1220,387,66,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,9953,100,9839,9466,369,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,9953,249,9670,8738,901,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,9953,498,9391,7660,1581,141,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,9953,746,9105,6751,2051,272,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,9953,995,8808,5923,2384,433,59,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,9953,1244,8520,5192,2623,583,106,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9953,1493,8237,4578,2716,763,160,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,9953,2488,7073,2689,2656,1215,402,84,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,9953,100,9830,9428,392,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,9953,249,9628,8697,894,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,9953,498,9290,7611,1515,148,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,9953,746,8938,6664,1928,315,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,9953,995,8583,5823,2254,435,66,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,9953,1244,8239,5046,2520,578,81,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9953,1493,7821,4388,2571,710,132,15,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,9953,2488,6124,2393,2320,1018,306,73,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,9923,99,9805,9403,391,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,9923,248,9635,8700,877,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,9923,496,9345,7625,1552,158,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,9923,744,9059,6690,2071,278,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,9923,992,8778,5869,2392,443,71,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,9923,1240,8481,5158,2571,627,113,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9923,1488,8178,4506,2709,778,156,25,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,9923,2481,6912,2619,2579,1262,363,74,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,9923,99,9812,9425,380,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,9923,248,9622,8728,855,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,9923,496,9336,7673,1486,171,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,9923,744,9033,6692,1996,311,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,9923,992,8730,5874,2299,486,68,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,9923,1240,8436,5126,2516,671,110,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9923,1488,8143,4487,2636,847,148,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,9923,2481,6910,2636,2538,1203,417,88,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,9923,99,9815,9415,388,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,9923,248,9651,8693,916,39,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,9923,496,9365,7644,1551,155,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,9923,744,9093,6706,2042,306,34,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,9923,992,8804,5925,2379,432,62,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,9923,1240,8509,5180,2573,640,102,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9923,1488,8223,4575,2688,778,156,20,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,9923,2481,7034,2671,2593,1282,360,107,14,6,1,0,0,0,0,0,0,0,0,0,0,0,0
0.01,9923,99,9765,9354,395,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,9923,248,9509,8590,856,60,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,9923,496,9055,7404,1501,141,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,9923,744,8557,6329,1916,280,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,9923,992,7991,5438,2102,389,52,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,9923,1240,7423,4646,2189,497,81,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9923,1488,6872,3963,2157,631,110,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,9923,99,9783,9357,418,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,9923,248,9551,8606,906,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,9923,496,9051,7446,1447,144,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,9923,744,8540,6319,1921,263,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,9923,992,8067,5444,2136,433,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,9923,1240,7597,4718,2242,530,97,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9923,1488,7076,3998,2316,618,127,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,9923,99,9817,9433,375,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,9923,248,9647,8777,825,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,9923,496,9360,7747,1463,139,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,9923,744,9088,6801,1964,292,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,9923,992,8792,5968,2325,444,50,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,9923,1240,8524,5212,2590,617,96,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9923,1488,8239,4579,2686,821,131,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,9923,2481,7054,2642,2633,1288,374,94,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,9923,99,9814,9406,400,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,9923,248,9646,8715,883,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,9923,496,9371,7654,1567,140,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,9923,744,9097,6739,2016,305,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,9923,992,8811,5927,2379,429,67,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,9923,1240,8535,5191,2609,619,99,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9923,1488,8251,4572,2703,777,171,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,9923,2481,7096,2688,2616,1286,397,83,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,9923,99,9812,9437,360,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,9923,248,9617,8654,914,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,9923,496,9308,7567,1574,151,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,9923,744,8991,6579,2073,297,40,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,9923,992,8662,5746,2359,464,86,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,9923,1240,8295,5001,2554,629,101,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9923,1488,7964,4399,2621,766,157,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,9923,2481,6557,2563,2419,1101,376,87,8,2,0,1,0,0,0,0,0,0,0,0,0,0,0
0.01,9923,99,9795,9391,399,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,9923,248,9617,8735,830,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,9923,496,9304,7683,1462,155,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,9923,744,8980,6739,1965,252,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,9923,992,8632,5898,2258,408,65,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,9923,1240,8268,5108,2473,582,94,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9923,1488,7937,4468,2573,727,147,17,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.25,9923,2481,6505,2502,2441,1094,380,79,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0.01,9923,99,9809,9421,380,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,9923,248,9624,8705,882,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,9923,496,9313,7679,1505,122,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,9923,744,9005,6757,1964,262,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,9923,992,8705,5902,2323,421,54,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,9923,1240,8396,5142,2578,559,107,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9923,1488,8057,4462,2658,767,154,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,9923,2481,6703,2583,2453,1176,373,102,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,9944,99,9792,9375,414,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,9944,249,9572,8641,876,51,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,9944,497,9129,7548,1425,146,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,9944,746,8651,6463,1910,255,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,9944,994,8178,5539,2160,424,52,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,9944,1243,7683,4748,2281,560,85,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9944,1492,7204,4047,2358,650,130,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,9944,99,9809,9432,370,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,9944,249,9605,8701,866,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,9944,497,9235,7636,1449,141,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,9944,746,8890,6629,1945,283,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,9944,994,8553,5776,2280,426,65,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,9944,1243,8159,5057,2428,559,102,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9944,1492,7796,4377,2529,726,139,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,9944,2486,6320,2463,2309,1127,332,76,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,9944,99,9821,9439,376,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,9944,249,9642,8683,913,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,9944,497,9357,7672,1530,145,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,9944,746,9057,6757,1991,277,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,9944,994,8744,5929,2323,426,57,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,9944,1243,8397,5164,2525,601,93,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9944,1492,8065,4492,2638,775,139,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,9944,2486,6700,2573,2520,1123,375,92,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,9944,99,9834,9441,385,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,9944,249,9657,8715,900,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,9944,497,9366,7739,1474,144,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,9944,746,9063,6771,1980,287,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,9944,994,8766,5963,2302,432,63,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,9944,1243,8458,5242,2502,602,95,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9944,1492,8144,4560,2656,746,152,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,9944,2486,6876,2658,2559,1211,321,102,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,9944,99,9824,9471,350,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,9944,249,9646,8753,853,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,9944,497,9354,7704,1515,131,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,9944,746,9056,6743,1991,294,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,9944,994,8745,5867,2342,473,59,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,9944,1243,8445,5130,2553,641,109,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9944,1492,8134,4516,2627,799,172,16,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,9944,2486,6907,2701,2500,1217,383,85,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,9944,99,9834,9431,397,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,9944,249,9671,8736,891,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,9944,497,9367,7692,1500,161,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,9944,746,9063,6740,1993,293,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,9944,994,8751,5923,2312,431,79,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,9944,1243,8457,5200,2513,618,110,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9944,1492,8168,4565,2656,761,161,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,9944,2486,6958,2708,2539,1210,390,87,16,7,1,0,0,0,0,0,0,0,0,0,0,0,0
0.01,9944,99,9834,9435,392,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,9944,249,9656,8734,878,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,9944,497,9371,7680,1519,153,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,9944,746,9057,6713,2021,286,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,9944,994,8747,5920,2282,477,63,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,9944,1243,8448,5237,2469,630,99,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9944,1492,8140,4583,2613,779,142,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,9944,2486,6897,2650,2556,1230,357,84,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,9944,99,9800,9391,403,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,9944,249,9553,8622,882,47,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,9944,497,9164,7509,1487,162,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,9944,746,8607,6412,1906,258,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,9944,994,8199,5547,2188,401,60,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,9944,1243,7617,4725,2259,539,79,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9944,1492,6997,3972,2243,646,115,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,9944,99,9836,9445,382,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,9944,249,9676,8736,896,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,9944,497,9401,7729,1516,148,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,9944,746,9125,6813,2004,275,29,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,9944,994,8843,6004,2366,409,57,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,9944,1243,8554,5270,2559,619,90,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9944,1492,8268,4644,2702,755,142,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,9944,2486,7041,2719,2628,1222,379,72,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,9944,99,9835,9482,340,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,9944,249,9661,8778,833,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,9944,497,9379,7707,1508,157,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,9944,746,9094,6788,2005,277,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,9944,994,8820,6015,2318,433,49,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,9944,1243,8534,5268,2541,620,89,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9944,1492,8250,4631,2688,763,143,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,9944,2486,7053,2714,2636,1196,405,90,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,9935,99,9834,9426,401,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,9935,248,9659,8738,869,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,9935,497,9377,7706,1494,163,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,9935,745,9085,6744,2002,302,28,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,9935,994,8808,5932,2367,425,71,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,9935,1242,8505,5195,2586,595,108,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9935,1490,8217,4564,2695,778,150,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,9935,2484,6987,2711,2550,1226,382,92,23,2,1,0,0,0,0,0,0,0,0,0,0,0,0
0.01,9935,99,9813,9392,413,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,9935,248,9631,8707,882,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,9935,497,9322,7604,1557,154,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,9935,745,9001,6647,2009,315,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,9935,994,8682,5829,2298,484,68,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,9935,1242,8375,5093,2516,625,132,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9935,1490,8040,4407,2662,790,156,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,9935,2484,6690,2587,2467,1175,349,96,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,9935,99,9821,9432,378,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,9935,248,9658,8705,912,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,9935,497,9376,7680,1525,166,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,9935,745,9105,6764,2030,287,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,9935,994,8829,5917,2370,478,57,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,9935,1242,8550,5191,2580,659,105,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9935,1490,8267,4531,2768,795,146,21,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,9935,2484,7125,2671,2670,1297,368,93,22,3,1,0,0,0,0,0,0,0,0,0,0,0,0
0.01,9935,99,9780,9377,395,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,9935,248,9542,8623,858,59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,9935,497,9014,7365,1520,122,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,9935,745,8545,6319,1906,292,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,9935,994,8027,5356,2176,424,62,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,9935,1242,7454,4577,2236,544,80,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9935,1490,6776,3833,2169,636,120,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,9935,99,9818,9405,407,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025,9935,248,9621,8697,880,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,9935,497,9314,7536,1610,152,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075,9935,745,8982,6637,2022,292,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,9935,994,8672,5791,2362,461,56,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.125,9935,1242,8333,5062,2558,593,110,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9935,1490,7969,4444,2610,742,154,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
