N,ave_k,sample,susceptible neighbours,S at time of sample,num 1s,num 2s,num 3s,num 4s,num 5 or more
49594.0,5.024317457756987,0.15,14756.0,34089.0,11002.0,3096.0,562.0,91.0,5.0
49594.0,5.024317457756987,0.01,1952.0,49016.0,1905.0,45.0,2.0,0.0,0.0
49594.0,5.024317457756987,0.025,4507.0,48147.0,4270.0,227.0,10.0,0.0,0.0
49594.0,5.024317457756987,0.05,8464.0,46720.0,7627.0,782.0,52.0,3.0,0.0
49594.0,5.024317457756987,0.075,11620.0,45300.0,9933.0,1535.0,143.0,9.0,0.0
49594.0,5.024317457756987,0.1,14267.0,43833.0,11602.0,2310.0,318.0,35.0,2.0
49594.0,5.024317457756987,0.125,16267.0,42345.0,12616.0,3100.0,484.0,59.0,8.0
49594.0,5.024317457756987,0.15,17926.0,40866.0,13215.0,3837.0,757.0,103.0,14.0
49594.0,5.024317457756987,0.01,1930.0,48722.0,1897.0,33.0,0.0,0.0,0.0
49594.0,5.024317457756987,0.025,4486.0,47392.0,4255.0,226.0,5.0,0.0,0.0
49594.0,5.024317457756987,0.05,7973.0,44871.0,7199.0,722.0,52.0,0.0,0.0
49594.0,5.024317457756987,0.075,10638.0,42261.0,9174.0,1323.0,133.0,7.0,1.0
49594.0,5.024317457756987,0.1,12510.0,39550.0,10266.0,1961.0,259.0,20.0,4.0
49594.0,5.024317457756987,0.125,13672.0,36577.0,10770.0,2447.0,396.0,50.0,9.0
49594.0,5.024317457756987,0.15,13871.0,33055.0,10423.0,2861.0,510.0,68.0,9.0
49594.0,5.024317457756987,0.01,1965.0,49006.0,1931.0,33.0,1.0,0.0,0.0
49594.0,5.024317457756987,0.025,4633.0,48120.0,4403.0,225.0,5.0,0.0,0.0
49594.0,5.024317457756987,0.05,8422.0,46665.0,7643.0,731.0,45.0,3.0,0.0
49594.0,5.024317457756987,0.075,11686.0,45158.0,10108.0,1425.0,142.0,10.0,1.0
49594.0,5.024317457756987,0.1,14260.0,43701.0,11662.0,2293.0,275.0,29.0,1.0
49594.0,5.024317457756987,0.125,16281.0,42172.0,12685.0,3023.0,514.0,52.0,7.0
49594.0,5.024317457756987,0.15,17965.0,40649.0,13239.0,3867.0,745.0,98.0,16.0
49594.0,5.024317457756987,0.01,1896.0,49022.0,1850.0,45.0,1.0,0.0,0.0
49594.0,5.024317457756987,0.025,4485.0,48172.0,4256.0,223.0,6.0,0.0,0.0
49594.0,5.024317457756987,0.05,8288.0,46750.0,7467.0,766.0,54.0,1.0,0.0
49594.0,5.024317457756987,0.075,11613.0,45319.0,9880.0,1569.0,151.0,13.0,0.0
49594.0,5.024317457756987,0.1,14300.0,43885.0,11624.0,2343.0,298.0,32.0,3.0
49594.0,5.024317457756987,0.125,16366.0,42444.0,12616.0,3154.0,525.0,66.0,5.0
49594.0,5.024317457756987,0.15,18185.0,40997.0,13360.0,3925.0,763.0,124.0,13.0
49594.0,5.024317457756987,0.01,1878.0,49024.0,1835.0,40.0,3.0,0.0,0.0
49594.0,5.024317457756987,0.025,4497.0,48175.0,4284.0,203.0,10.0,0.0,0.0
49594.0,5.024317457756987,0.05,8193.0,46752.0,7404.0,746.0,41.0,2.0,0.0
49594.0,5.024317457756987,0.075,11317.0,45350.0,9734.0,1438.0,136.0,9.0,0.0
49594.0,5.024317457756987,0.1,14131.0,43987.0,11523.0,2282.0,306.0,20.0,0.0
49594.0,5.024317457756987,0.125,16338.0,42554.0,12698.0,3098.0,488.0,52.0,2.0
49594.0,5.024317457756987,0.15,17952.0,41103.0,13256.0,3836.0,745.0,110.0,5.0
49594.0,5.024317457756987,0.01,1837.0,49037.0,1798.0,39.0,0.0,0.0,0.0
49594.0,5.024317457756987,0.025,4610.0,48227.0,4397.0,208.0,5.0,0.0,0.0
49594.0,5.024317457756987,0.05,8532.0,46813.0,7689.0,790.0,52.0,1.0,0.0
49594.0,5.024317457756987,0.075,11826.0,45377.0,10153.0,1507.0,154.0,12.0,0.0
49594.0,5.024317457756987,0.1,14463.0,43963.0,11793.0,2310.0,325.0,31.0,4.0
49594.0,5.024317457756987,0.125,16596.0,42530.0,12883.0,3094.0,537.0,72.0,10.0
49594.0,5.024317457756987,0.15,18296.0,41046.0,13470.0,3920.0,785.0,105.0,16.0
49594.0,5.024317457756987,0.01,1920.0,48973.0,1893.0,26.0,1.0,0.0,0.0
49594.0,5.024317457756987,0.025,4608.0,48042.0,4375.0,231.0,2.0,0.0,0.0
49594.0,5.024317457756987,0.05,8356.0,46508.0,7564.0,742.0,49.0,1.0,0.0
49594.0,5.024317457756987,0.075,11462.0,44961.0,9886.0,1419.0,146.0,10.0,1.0
49594.0,5.024317457756987,0.1,14069.0,43396.0,11607.0,2113.0,316.0,30.0,3.0
49594.0,5.024317457756987,0.125,16110.0,41835.0,12684.0,2889.0,473.0,60.0,4.0
49594.0,5.024317457756987,0.15,17564.0,40217.0,13083.0,3637.0,710.0,118.0,16.0
49594.0,5.024317457756987,0.01,1981.0,48929.0,1944.0,36.0,1.0,0.0,0.0
49594.0,5.024317457756987,0.025,4522.0,47937.0,4295.0,219.0,8.0,0.0,0.0
49594.0,5.024317457756987,0.05,8378.0,46284.0,7571.0,758.0,46.0,3.0,0.0
49594.0,5.024317457756987,0.075,11452.0,44448.0,9850.0,1429.0,162.0,11.0,0.0
49594.0,5.024317457756987,0.1,13866.0,42670.0,11392.0,2152.0,290.0,26.0,6.0
49594.0,5.024317457756987,0.125,15814.0,40849.0,12289.0,3000.0,471.0,47.0,7.0
49594.0,5.024317457756987,0.15,17220.0,39052.0,12714.0,3713.0,693.0,85.0,15.0
49594.0,5.024317457756987,0.01,1855.0,48920.0,1820.0,34.0,1.0,0.0,0.0
49594.0,5.024317457756987,0.025,4577.0,47886.0,4359.0,203.0,15.0,0.0,0.0
49594.0,5.024317457756987,0.05,8205.0,46113.0,7460.0,686.0,52.0,7.0,0.0
49594.0,5.024317457756987,0.075,11227.0,44336.0,9682.0,1395.0,141.0,9.0,0.0
49594.0,5.024317457756987,0.1,13743.0,42564.0,11379.0,2031.0,293.0,38.0,2.0
49594.0,5.024317457756987,0.125,15493.0,40677.0,12083.0,2885.0,464.0,56.0,5.0
49594.0,5.024317457756987,0.15,16890.0,38779.0,12625.0,3482.0,673.0,102.0,8.0
49594.0,5.024317457756987,0.01,1869.0,48925.0,1833.0,36.0,0.0,0.0,0.0
49594.0,5.024317457756987,0.025,4545.0,47891.0,4342.0,193.0,10.0,0.0,0.0
49594.0,5.024317457756987,0.05,8243.0,46149.0,7488.0,701.0,50.0,4.0,0.0
49594.0,5.024317457756987,0.075,11247.0,44296.0,9729.0,1357.0,148.0,13.0,0.0
49594.0,5.024317457756987,0.1,13854.0,42487.0,11380.0,2169.0,269.0,31.0,5.0
49594.0,5.024317457756987,0.125,15853.0,40689.0,12434.0,2901.0,434.0,76.0,8.0
49594.0,5.024317457756987,0.15,17080.0,38733.0,12710.0,3588.0,647.0,121.0,14.0
49594.0,5.024317457756987,0.01,1957.0,49042.0,1924.0,33.0,0.0,0.0,0.0
49594.0,5.024317457756987,0.025,4620.0,48210.0,4407.0,204.0,9.0,0.0,0.0
49594.0,5.024317457756987,0.05,8367.0,46785.0,7550.0,764.0,50.0,3.0,0.0
49594.0,5.024317457756987,0.075,11675.0,45408.0,10042.0,1479.0,142.0,11.0,1.0
49594.0,5.024317457756987,0.1,14237.0,44000.0,11630.0,2267.0,307.0,30.0,3.0
49594.0,5.024317457756987,0.125,16409.0,42604.0,12680.0,3168.0,491.0,61.0,9.0
49594.0,5.024317457756987,0.15,18075.0,41166.0,13264.0,3938.0,750.0,107.0,16.0
49594.0,5.024317457756987,0.01,1881.0,49036.0,1844.0,36.0,1.0,0.0,0.0
49594.0,5.024317457756987,0.025,4597.0,48198.0,4387.0,199.0,11.0,0.0,0.0
49594.0,5.024317457756987,0.05,8501.0,46814.0,7670.0,767.0,58.0,6.0,0.0
49594.0,5.024317457756987,0.075,11728.0,45407.0,10094.0,1461.0,156.0,16.0,1.0
49594.0,5.024317457756987,0.1,14390.0,44008.0,11794.0,2227.0,332.0,34.0,3.0
49594.0,5.024317457756987,0.125,16574.0,42592.0,12895.0,3077.0,529.0,67.0,6.0
49594.0,5.024317457756987,0.15,18312.0,41181.0,13510.0,3891.0,774.0,122.0,15.0
49594.0,5.024317457756987,0.01,1903.0,49034.0,1868.0,35.0,0.0,0.0,0.0
49594.0,5.024317457756987,0.025,4527.0,48191.0,4310.0,213.0,4.0,0.0,0.0
49594.0,5.024317457756987,0.05,8387.0,46763.0,7621.0,714.0,50.0,2.0,0.0
49594.0,5.024317457756987,0.075,11690.0,45360.0,10120.0,1417.0,145.0,8.0,0.0
49594.0,5.024317457756987,0.1,14274.0,43944.0,11733.0,2215.0,307.0,18.0,1.0
49594.0,5.024317457756987,0.125,16464.0,42491.0,12813.0,3078.0,515.0,53.0,5.0
49594.0,5.024317457756987,0.15,18278.0,41058.0,13555.0,3897.0,707.0,100.0,19.0
49594.0,5.024317457756987,0.01,1957.0,49040.0,1910.0,45.0,2.0,0.0,0.0
49594.0,5.024317457756987,0.025,4616.0,48222.0,4403.0,206.0,7.0,0.0,0.0
49594.0,5.024317457756987,0.05,8534.0,46819.0,7713.0,765.0,55.0,1.0,0.0
49594.0,5.024317457756987,0.075,11802.0,45446.0,10088.0,1561.0,145.0,7.0,1.0
49594.0,5.024317457756987,0.1,14363.0,44055.0,11610.0,2418.0,306.0,27.0,2.0
49594.0,5.024317457756987,0.125,16563.0,42644.0,12795.0,3188.0,522.0,53.0,5.0
49594.0,5.024317457756987,0.15,18279.0,41220.0,13442.0,3958.0,773.0,90.0,16.0
49594.0,5.024317457756987,0.01,1886.0,48942.0,1842.0,43.0,1.0,0.0,0.0
49594.0,5.024317457756987,0.025,4421.0,47971.0,4195.0,218.0,8.0,0.0,0.0
49594.0,5.024317457756987,0.05,8225.0,46281.0,7454.0,722.0,46.0,3.0,0.0
49594.0,5.024317457756987,0.075,11294.0,44593.0,9634.0,1497.0,156.0,7.0,0.0
49594.0,5.024317457756987,0.1,13839.0,42824.0,11264.0,2218.0,326.0,28.0,3.0
49594.0,5.024317457756987,0.125,15873.0,41083.0,12312.0,3005.0,498.0,52.0,6.0
49594.0,5.024317457756987,0.15,17474.0,39273.0,12987.0,3644.0,719.0,111.0,13.0
49594.0,5.024317457756987,0.01,1906.0,48930.0,1864.0,42.0,0.0,0.0,0.0
49594.0,5.024317457756987,0.025,4489.0,47854.0,4289.0,193.0,7.0,0.0,0.0
49594.0,5.024317457756987,0.05,8222.0,46067.0,7471.0,702.0,47.0,2.0,0.0
49594.0,5.024317457756987,0.075,11169.0,44262.0,9595.0,1430.0,136.0,7.0,1.0
49594.0,5.024317457756987,0.1,13638.0,42466.0,11134.0,2216.0,264.0,23.0,1.0
49594.0,5.024317457756987,0.125,15395.0,40454.0,12015.0,2818.0,504.0,55.0,3.0
49594.0,5.024317457756987,0.15,16804.0,38437.0,12439.0,3548.0,711.0,90.0,16.0
49594.0,5.024317457756987,0.01,1966.0,48962.0,1925.0,40.0,1.0,0.0,0.0
49594.0,5.024317457756987,0.025,4514.0,48043.0,4283.0,221.0,10.0,0.0,0.0
49594.0,5.024317457756987,0.05,8193.0,46471.0,7397.0,743.0,48.0,4.0,1.0
49594.0,5.024317457756987,0.075,11423.0,44887.0,9776.0,1477.0,158.0,11.0,1.0
49594.0,5.024317457756987,0.1,14072.0,43285.0,11500.0,2247.0,293.0,27.0,5.0
49594.0,5.024317457756987,0.125,16080.0,41615.0,12561.0,2952.0,494.0,66.0,7.0
49594.0,5.024317457756987,0.15,17679.0,39900.0,13027.0,3828.0,715.0,101.0,8.0
49594.0,5.024317457756987,0.01,1938.0,48886.0,1904.0,34.0,0.0,0.0,0.0
49594.0,5.024317457756987,0.025,4476.0,47879.0,4252.0,216.0,7.0,1.0,0.0
49594.0,5.024317457756987,0.05,8265.0,46130.0,7470.0,746.0,46.0,3.0,0.0
49594.0,5.024317457756987,0.075,11337.0,44330.0,9758.0,1425.0,142.0,12.0,0.0
49594.0,5.024317457756987,0.1,13765.0,42524.0,11224.0,2223.0,294.0,21.0,3.0
49594.0,5.024317457756987,0.125,15623.0,40697.0,12156.0,2930.0,474.0,54.0,9.0
49594.0,5.024317457756987,0.15,16935.0,38813.0,12571.0,3574.0,658.0,121.0,11.0
49594.0,5.024317457756987,0.01,1921.0,49037.0,1894.0,26.0,1.0,0.0,0.0
49594.0,5.024317457756987,0.025,4435.0,48212.0,4229.0,201.0,5.0,0.0,0.0
49594.0,5.024317457756987,0.05,8421.0,46843.0,7662.0,701.0,56.0,2.0,0.0
49594.0,5.024317457756987,0.075,11639.0,45411.0,10048.0,1429.0,149.0,12.0,1.0
49594.0,5.024317457756987,0.1,14282.0,44022.0,11710.0,2255.0,279.0,35.0,3.0
49594.0,5.024317457756987,0.125,16469.0,42618.0,12847.0,3073.0,481.0,64.0,4.0
49594.0,5.024317457756987,0.15,18236.0,41188.0,13471.0,3887.0,753.0,109.0,16.0
49594.0,5.024317457756987,0.01,1997.0,48879.0,1968.0,29.0,0.0,0.0,0.0
49594.0,5.024317457756987,0.025,4534.0,47769.0,4342.0,185.0,7.0,0.0,0.0
49594.0,5.024317457756987,0.05,8225.0,45840.0,7410.0,756.0,58.0,1.0,0.0
49594.0,5.024317457756987,0.075,11175.0,43818.0,9599.0,1422.0,147.0,7.0,0.0
49594.0,5.024317457756987,0.1,13503.0,41712.0,11091.0,2106.0,276.0,26.0,4.0
49594.0,5.024317457756987,0.125,15244.0,39628.0,11948.0,2763.0,462.0,65.0,6.0
49594.0,5.024317457756987,0.15,16325.0,37248.0,12148.0,3451.0,637.0,78.0,11.0
49594.0,5.024317457756987,0.01,1979.0,49032.0,1937.0,40.0,2.0,0.0,0.0
49594.0,5.024317457756987,0.025,4624.0,48192.0,4370.0,245.0,9.0,0.0,0.0
49594.0,5.024317457756987,0.05,8509.0,46782.0,7722.0,745.0,40.0,2.0,0.0
49594.0,5.024317457756987,0.075,11726.0,45369.0,10079.0,1496.0,135.0,14.0,2.0
49594.0,5.024317457756987,0.1,14291.0,43938.0,11699.0,2268.0,292.0,28.0,4.0
49594.0,5.024317457756987,0.125,16396.0,42517.0,12748.0,3070.0,513.0,60.0,5.0
49594.0,5.024317457756987,0.15,18125.0,41071.0,13411.0,3862.0,738.0,105.0,9.0
49594.0,5.024317457756987,0.01,1896.0,48994.0,1855.0,41.0,0.0,0.0,0.0
49594.0,5.024317457756987,0.025,4512.0,48086.0,4300.0,206.0,6.0,0.0,0.0
49594.0,5.024317457756987,0.05,8442.0,46565.0,7619.0,761.0,60.0,2.0,0.0
49594.0,5.024317457756987,0.075,11419.0,45026.0,9804.0,1471.0,135.0,8.0,1.0
49594.0,5.024317457756987,0.1,14084.0,43451.0,11497.0,2265.0,292.0,29.0,1.0
49594.0,5.024317457756987,0.125,16158.0,41875.0,12616.0,2972.0,483.0,79.0,8.0
49594.0,5.024317457756987,0.15,17702.0,40245.0,13110.0,3769.0,689.0,118.0,16.0
49594.0,5.024317457756987,0.01,1843.0,48826.0,1808.0,35.0,0.0,0.0,0.0
49594.0,5.024317457756987,0.025,4544.0,47685.0,4311.0,225.0,7.0,1.0,0.0
49594.0,5.024317457756987,0.05,8184.0,45672.0,7433.0,695.0,52.0,4.0,0.0
49594.0,5.024317457756987,0.075,11094.0,43597.0,9548.0,1404.0,131.0,11.0,0.0
49594.0,5.024317457756987,0.1,13276.0,41373.0,10793.0,2143.0,310.0,28.0,2.0
49594.0,5.024317457756987,0.125,15042.0,39146.0,11712.0,2759.0,487.0,80.0,4.0
49594.0,5.024317457756987,0.15,16112.0,36853.0,11925.0,3436.0,652.0,85.0,14.0
49594.0,5.024317457756987,0.01,1969.0,49023.0,1934.0,35.0,0.0,0.0,0.0
49594.0,5.024317457756987,0.025,4722.0,48160.0,4482.0,235.0,5.0,0.0,0.0
49594.0,5.024317457756987,0.05,8474.0,46720.0,7643.0,782.0,46.0,3.0,0.0
49594.0,5.024317457756987,0.075,11708.0,45287.0,10049.0,1505.0,139.0,11.0,4.0
49594.0,5.024317457756987,0.1,14363.0,43816.0,11759.0,2308.0,271.0,23.0,2.0
49594.0,5.024317457756987,0.125,16458.0,42340.0,12794.0,3182.0,429.0,49.0,4.0
49594.0,5.024317457756987,0.15,18131.0,40888.0,13374.0,3949.0,715.0,85.0,8.0
49594.0,5.024317457756987,0.01,1890.0,48766.0,1843.0,45.0,2.0,0.0,0.0
49594.0,5.024317457756987,0.025,4413.0,47492.0,4190.0,218.0,5.0,0.0,0.0
49594.0,5.024317457756987,0.05,7989.0,45319.0,7225.0,713.0,51.0,0.0,0.0
49594.0,5.024317457756987,0.075,10943.0,43010.0,9389.0,1401.0,139.0,12.0,2.0
49594.0,5.024317457756987,0.1,13211.0,40683.0,10795.0,2106.0,278.0,27.0,5.0
49594.0,5.024317457756987,0.125,14598.0,38149.0,11357.0,2781.0,410.0,43.0,7.0
49594.0,5.024317457756987,0.15,15421.0,35136.0,11528.0,3234.0,564.0,91.0,4.0
49594.0,5.024317457756987,0.01,2004.0,48900.0,1965.0,38.0,1.0,0.0,0.0
49594.0,5.024317457756987,0.025,4593.0,47881.0,4380.0,205.0,8.0,0.0,0.0
49594.0,5.024317457756987,0.05,8316.0,46150.0,7541.0,717.0,51.0,7.0,0.0
49594.0,5.024317457756987,0.075,11448.0,44295.0,9892.0,1414.0,131.0,10.0,1.0
49594.0,5.024317457756987,0.1,13799.0,42442.0,11304.0,2208.0,252.0,30.0,5.0
49594.0,5.024317457756987,0.125,15550.0,40565.0,12136.0,2909.0,450.0,49.0,6.0
49594.0,5.024317457756987,0.15,16938.0,38626.0,12606.0,3554.0,666.0,103.0,9.0
49594.0,5.024317457756987,0.01,1831.0,48955.0,1800.0,31.0,0.0,0.0,0.0
49594.0,5.024317457756987,0.025,4450.0,48027.0,4222.0,220.0,8.0,0.0,0.0
49594.0,5.024317457756987,0.05,8260.0,46400.0,7468.0,743.0,47.0,2.0,0.0
49594.0,5.024317457756987,0.075,11349.0,44767.0,9768.0,1424.0,148.0,9.0,0.0
49594.0,5.024317457756987,0.1,14011.0,43094.0,11500.0,2193.0,281.0,36.0,1.0
49594.0,5.024317457756987,0.125,15920.0,41463.0,12354.0,3039.0,464.0,59.0,4.0
49594.0,5.024317457756987,0.15,17507.0,39770.0,12991.0,3700.0,688.0,112.0,16.0
49594.0,5.024317457756987,0.01,1908.0,49000.0,1870.0,38.0,0.0,0.0,0.0
49594.0,5.024317457756987,0.025,4598.0,48091.0,4391.0,201.0,6.0,0.0,0.0
49594.0,5.024317457756987,0.05,8424.0,46596.0,7695.0,676.0,53.0,0.0,0.0
49594.0,5.024317457756987,0.075,11628.0,45116.0,10051.0,1432.0,132.0,12.0,1.0
49594.0,5.024317457756987,0.1,14158.0,43604.0,11559.0,2266.0,294.0,35.0,4.0
49594.0,5.024317457756987,0.125,16223.0,42092.0,12657.0,2991.0,499.0,67.0,9.0
49594.0,5.024317457756987,0.15,17929.0,40508.0,13302.0,3774.0,720.0,122.0,11.0
49594.0,5.024317457756987,0.01,1927.0,49032.0,1900.0,27.0,0.0,0.0,0.0
49594.0,5.024317457756987,0.025,4586.0,48199.0,4363.0,220.0,3.0,0.0,0.0
49594.0,5.024317457756987,0.05,8429.0,46800.0,7670.0,721.0,34.0,4.0,0.0
49594.0,5.024317457756987,0.075,11650.0,45387.0,9989.0,1529.0,124.0,8.0,0.0
49594.0,5.024317457756987,0.1,14306.0,43969.0,11685.0,2293.0,308.0,17.0,3.0
49594.0,5.024317457756987,0.125,16454.0,42535.0,12798.0,3099.0,493.0,55.0,9.0
49594.0,5.024317457756987,0.15,18275.0,41130.0,13495.0,3912.0,755.0,96.0,17.0
49594.0,5.024317457756987,0.01,1907.0,49015.0,1873.0,34.0,0.0,0.0,0.0
49594.0,5.024317457756987,0.025,4538.0,48157.0,4334.0,198.0,6.0,0.0,0.0
49594.0,5.024317457756987,0.05,8348.0,46755.0,7536.0,766.0,45.0,1.0,0.0
49594.0,5.024317457756987,0.075,11618.0,45309.0,9953.0,1526.0,130.0,6.0,3.0
49594.0,5.024317457756987,0.1,14312.0,43902.0,11724.0,2252.0,296.0,37.0,3.0
49594.0,5.024317457756987,0.125,16299.0,42442.0,12676.0,3031.0,515.0,70.0,7.0
49594.0,5.024317457756987,0.15,17910.0,41003.0,13241.0,3800.0,732.0,123.0,14.0
49594.0,5.024317457756987,0.01,1843.0,49010.0,1798.0,45.0,0.0,0.0,0.0
49594.0,5.024317457756987,0.025,4521.0,48119.0,4302.0,211.0,8.0,0.0,0.0
49594.0,5.024317457756987,0.05,8372.0,46588.0,7596.0,731.0,44.0,1.0,0.0
49594.0,5.024317457756987,0.075,11541.0,45037.0,9962.0,1414.0,153.0,11.0,1.0
49594.0,5.024317457756987,0.1,14183.0,43498.0,11598.0,2245.0,310.0,29.0,1.0
49594.0,5.024317457756987,0.125,16324.0,41958.0,12675.0,3067.0,527.0,51.0,4.0
49594.0,5.024317457756987,0.15,17910.0,40365.0,13246.0,3792.0,760.0,99.0,13.0
49594.0,5.024317457756987,0.01,1910.0,49036.0,1876.0,33.0,1.0,0.0,0.0
49594.0,5.024317457756987,0.025,4550.0,48214.0,4333.0,208.0,9.0,0.0,0.0
49594.0,5.024317457756987,0.05,8382.0,46815.0,7561.0,768.0,52.0,1.0,0.0
49594.0,5.024317457756987,0.075,11569.0,45405.0,9961.0,1441.0,157.0,9.0,1.0
49594.0,5.024317457756987,0.1,14166.0,43978.0,11617.0,2221.0,299.0,28.0,1.0
49594.0,5.024317457756987,0.125,16228.0,42552.0,12586.0,3103.0,464.0,70.0,5.0
49594.0,5.024317457756987,0.15,17993.0,41124.0,13319.0,3843.0,721.0,92.0,18.0
49594.0,5.024317457756987,0.01,1919.0,48742.0,1877.0,41.0,1.0,0.0,0.0
49594.0,5.024317457756987,0.025,4432.0,47427.0,4217.0,209.0,6.0,0.0,0.0
49594.0,5.024317457756987,0.05,7950.0,45161.0,7169.0,739.0,39.0,3.0,0.0
49594.0,5.024317457756987,0.075,10872.0,42700.0,9400.0,1336.0,130.0,5.0,1.0
49594.0,5.024317457756987,0.1,12926.0,39995.0,10574.0,2046.0,278.0,27.0,1.0
49594.0,5.024317457756987,0.125,13984.0,37015.0,10972.0,2548.0,416.0,43.0,5.0
49594.0,5.024317457756987,0.15,14501.0,33692.0,10921.0,2923.0,550.0,89.0,18.0
49594.0,5.024317457756987,0.01,1898.0,48926.0,1852.0,46.0,0.0,0.0,0.0
49594.0,5.024317457756987,0.025,4476.0,47944.0,4277.0,195.0,4.0,0.0,0.0
49594.0,5.024317457756987,0.05,8380.0,46233.0,7604.0,720.0,55.0,1.0,0.0
49594.0,5.024317457756987,0.075,11311.0,44460.0,9737.0,1416.0,145.0,13.0,0.0
49594.0,5.024317457756987,0.1,13809.0,42731.0,11328.0,2156.0,291.0,32.0,2.0
49594.0,5.024317457756987,0.125,15701.0,40890.0,12200.0,2957.0,486.0,55.0,3.0
49594.0,5.024317457756987,0.15,17185.0,39032.0,12792.0,3592.0,691.0,99.0,11.0
49594.0,5.024317457756987,0.01,1887.0,48990.0,1853.0,33.0,1.0,0.0,0.0
49594.0,5.024317457756987,0.025,4444.0,48105.0,4238.0,200.0,6.0,0.0,0.0
49594.0,5.024317457756987,0.05,8248.0,46629.0,7444.0,757.0,44.0,3.0,0.0
49594.0,5.024317457756987,0.075,11402.0,45162.0,9783.0,1465.0,146.0,8.0,0.0
49594.0,5.024317457756987,0.1,14055.0,43691.0,11476.0,2232.0,321.0,25.0,1.0
49594.0,5.024317457756987,0.125,16126.0,42142.0,12521.0,3023.0,513.0,62.0,7.0
49594.0,5.024317457756987,0.15,17802.0,40635.0,13071.0,3868.0,727.0,123.0,13.0
49594.0,5.024317457756987,0.01,1923.0,49014.0,1888.0,35.0,0.0,0.0,0.0
49594.0,5.024317457756987,0.025,4569.0,48144.0,4332.0,231.0,6.0,0.0,0.0
49594.0,5.024317457756987,0.05,8535.0,46700.0,7734.0,744.0,55.0,2.0,0.0
49594.0,5.024317457756987,0.075,11713.0,45269.0,10128.0,1415.0,160.0,9.0,1.0
49594.0,5.024317457756987,0.1,14251.0,43813.0,11656.0,2284.0,271.0,38.0,2.0
49594.0,5.024317457756987,0.125,16414.0,42351.0,12703.0,3128.0,516.0,61.0,6.0
49594.0,5.024317457756987,0.15,18155.0,40871.0,13406.0,3851.0,771.0,118.0,9.0
49594.0,5.024317457756987,0.01,1874.0,49010.0,1838.0,36.0,0.0,0.0,0.0
49594.0,5.024317457756987,0.025,4555.0,48131.0,4330.0,222.0,2.0,1.0,0.0
49594.0,5.024317457756987,0.05,8469.0,46675.0,7631.0,792.0,44.0,1.0,1.0
49594.0,5.024317457756987,0.075,11608.0,45191.0,9941.0,1513.0,143.0,10.0,1.0
49594.0,5.024317457756987,0.1,14184.0,43679.0,11611.0,2249.0,290.0,32.0,2.0
49594.0,5.024317457756987,0.125,16302.0,42172.0,12719.0,3036.0,479.0,64.0,4.0
49594.0,5.024317457756987,0.15,18015.0,40646.0,13249.0,3919.0,718.0,117.0,12.0
49594.0,5.024317457756987,0.01,1935.0,48722.0,1896.0,39.0,0.0,0.0,0.0
49594.0,5.024317457756987,0.025,4465.0,47333.0,4225.0,232.0,8.0,0.0,0.0
49594.0,5.024317457756987,0.05,8084.0,44966.0,7290.0,745.0,47.0,2.0,0.0
49594.0,5.024317457756987,0.075,10691.0,42517.0,9216.0,1320.0,144.0,9.0,2.0
49594.0,5.024317457756987,0.1,12625.0,39787.0,10371.0,1962.0,264.0,25.0,3.0
49594.0,5.024317457756987,0.125,13907.0,37108.0,10884.0,2544.0,422.0,52.0,5.0
49594.0,5.024317457756987,0.15,14248.0,33351.0,10754.0,2918.0,514.0,54.0,8.0
49594.0,5.024317457756987,0.01,1895.0,49010.0,1866.0,27.0,2.0,0.0,0.0
49594.0,5.024317457756987,0.025,4690.0,48138.0,4453.0,230.0,7.0,0.0,0.0
49594.0,5.024317457756987,0.05,8395.0,46671.0,7553.0,787.0,50.0,4.0,1.0
49594.0,5.024317457756987,0.075,11454.0,45207.0,9856.0,1442.0,137.0,19.0,0.0
49594.0,5.024317457756987,0.1,14149.0,43712.0,11519.0,2289.0,309.0,31.0,1.0
49594.0,5.024317457756987,0.125,16308.0,42229.0,12611.0,3139.0,492.0,61.0,5.0
49594.0,5.024317457756987,0.15,17961.0,40715.0,13163.0,3907.0,782.0,97.0,12.0
49594.0,5.024317457756987,0.01,1897.0,49051.0,1853.0,43.0,1.0,0.0,0.0
49594.0,5.024317457756987,0.025,4540.0,48215.0,4322.0,207.0,11.0,0.0,0.0
49594.0,5.024317457756987,0.05,8601.0,46841.0,7806.0,745.0,50.0,0.0,0.0
49594.0,5.024317457756987,0.075,11771.0,45446.0,10119.0,1489.0,147.0,15.0,1.0
49594.0,5.024317457756987,0.1,14407.0,44037.0,11728.0,2350.0,282.0,45.0,2.0
49594.0,5.024317457756987,0.125,16578.0,42630.0,12860.0,3125.0,520.0,66.0,7.0
49594.0,5.024317457756987,0.15,18287.0,41184.0,13458.0,3947.0,756.0,106.0,20.0
49594.0,5.024317457756987,0.01,1964.0,48983.0,1928.0,36.0,0.0,0.0,0.0
49594.0,5.024317457756987,0.025,4613.0,48042.0,4404.0,199.0,10.0,0.0,0.0
49594.0,5.024317457756987,0.05,8427.0,46489.0,7659.0,728.0,38.0,2.0,0.0
49594.0,5.024317457756987,0.075,11480.0,44942.0,9849.0,1497.0,128.0,6.0,0.0
49594.0,5.024317457756987,0.1,14005.0,43343.0,11404.0,2284.0,290.0,26.0,1.0
49594.0,5.024317457756987,0.125,16075.0,41749.0,12486.0,3061.0,470.0,53.0,5.0
