N,ave_k,sample,susceptible neighbours,S at time of sample,num 1s,num 2s,num 3s,num 4s,num 5 or more
9935.0,4.989431303472572,0.15,3399.0,7791.0,2555.0,703.0,117.0,21.0,3.0
9935.0,4.989431303472572,0.01,401.0,9791.0,393.0,8.0,0.0,0.0,0.0
9935.0,4.989431303472572,0.025,905.0,9582.0,855.0,50.0,0.0,0.0,0.0
9935.0,4.989431303472572,0.05,1633.0,9170.0,1478.0,141.0,14.0,0.0,0.0
9935.0,4.989431303472572,0.075,2167.0,8743.0,1829.0,302.0,36.0,0.0,0.0
9935.0,4.989431303472572,0.1,2658.0,8337.0,2215.0,388.0,52.0,1.0,2.0
9935.0,4.989431303472572,0.125,2933.0,7902.0,2340.0,489.0,92.0,8.0,4.0
9935.0,4.989431303472572,0.15,3189.0,7383.0,2416.0,641.0,110.0,20.0,2.0
9935.0,4.989431303472572,0.01,376.0,9826.0,368.0,8.0,0.0,0.0,0.0
9935.0,4.989431303472572,0.025,950.0,9657.0,898.0,52.0,0.0,0.0,0.0
9935.0,4.989431303472572,0.05,1703.0,9373.0,1545.0,149.0,8.0,1.0,0.0
9935.0,4.989431303472572,0.075,2343.0,9079.0,2005.0,307.0,27.0,4.0,0.0
9935.0,4.989431303472572,0.1,2861.0,8786.0,2329.0,470.0,54.0,7.0,1.0
9935.0,4.989431303472572,0.125,3251.0,8494.0,2522.0,616.0,98.0,13.0,2.0
9935.0,4.989431303472572,0.15,3617.0,8186.0,2686.0,770.0,141.0,18.0,2.0
9935.0,4.989431303472572,0.01,361.0,9814.0,355.0,6.0,0.0,0.0,0.0
9935.0,4.989431303472572,0.025,963.0,9651.0,929.0,32.0,2.0,0.0,0.0
9935.0,4.989431303472572,0.05,1710.0,9362.0,1557.0,147.0,6.0,0.0,0.0
9935.0,4.989431303472572,0.075,2352.0,9074.0,2021.0,306.0,25.0,0.0,0.0
9935.0,4.989431303472572,0.1,2907.0,8789.0,2360.0,484.0,59.0,4.0,0.0
9935.0,4.989431303472572,0.125,3360.0,8501.0,2618.0,627.0,102.0,11.0,2.0
9935.0,4.989431303472572,0.15,3685.0,8210.0,2730.0,785.0,147.0,20.0,3.0
9935.0,4.989431303472572,0.01,393.0,9798.0,384.0,9.0,0.0,0.0,0.0
9935.0,4.989431303472572,0.025,879.0,9567.0,834.0,42.0,2.0,1.0,0.0
9935.0,4.989431303472572,0.05,1646.0,9168.0,1485.0,153.0,7.0,1.0,0.0
9935.0,4.989431303472572,0.075,2203.0,8754.0,1883.0,286.0,33.0,1.0,0.0
9935.0,4.989431303472572,0.1,2648.0,8339.0,2176.0,413.0,52.0,6.0,1.0
9935.0,4.989431303472572,0.125,3001.0,7866.0,2372.0,542.0,79.0,8.0,0.0
9935.0,4.989431303472572,0.15,3211.0,7391.0,2359.0,720.0,116.0,12.0,4.0
9935.0,4.989431303472572,0.01,370.0,9808.0,359.0,11.0,0.0,0.0,0.0
9935.0,4.989431303472572,0.025,874.0,9586.0,844.0,30.0,0.0,0.0,0.0
9935.0,4.989431303472572,0.05,1701.0,9275.0,1564.0,128.0,9.0,0.0,0.0
9935.0,4.989431303472572,0.075,2292.0,8935.0,1987.0,282.0,22.0,1.0,0.0
9935.0,4.989431303472572,0.1,2794.0,8586.0,2336.0,408.0,50.0,0.0,0.0
9935.0,4.989431303472572,0.125,3152.0,8232.0,2503.0,554.0,83.0,11.0,1.0
9935.0,4.989431303472572,0.15,3520.0,7861.0,2604.0,753.0,137.0,23.0,3.0
9935.0,4.989431303472572,0.01,400.0,9823.0,391.0,9.0,0.0,0.0,0.0
9935.0,4.989431303472572,0.025,936.0,9659.0,890.0,44.0,2.0,0.0,0.0
9935.0,4.989431303472572,0.05,1701.0,9381.0,1529.0,166.0,5.0,1.0,0.0
9935.0,4.989431303472572,0.075,2262.0,9092.0,1960.0,279.0,23.0,0.0,0.0
9935.0,4.989431303472572,0.1,2818.0,8813.0,2320.0,437.0,58.0,3.0,0.0
9935.0,4.989431303472572,0.125,3297.0,8524.0,2576.0,628.0,81.0,11.0,1.0
9935.0,4.989431303472572,0.15,3643.0,8243.0,2700.0,785.0,136.0,21.0,1.0
9935.0,4.989431303472572,0.01,390.0,9813.0,378.0,12.0,0.0,0.0,0.0
9935.0,4.989431303472572,0.025,885.0,9603.0,845.0,39.0,1.0,0.0,0.0
9935.0,4.989431303472572,0.05,1684.0,9263.0,1517.0,157.0,8.0,2.0,0.0
9935.0,4.989431303472572,0.075,2289.0,8927.0,1958.0,305.0,24.0,2.0,0.0
9935.0,4.989431303472572,0.1,2808.0,8557.0,2311.0,451.0,43.0,3.0,0.0
9935.0,4.989431303472572,0.125,3126.0,8166.0,2466.0,561.0,90.0,9.0,0.0
9935.0,4.989431303472572,0.15,3394.0,7777.0,2573.0,659.0,139.0,21.0,2.0
9935.0,4.989431303472572,0.01,332.0,9819.0,327.0,5.0,0.0,0.0,0.0
9935.0,4.989431303472572,0.025,926.0,9635.0,886.0,39.0,1.0,0.0,0.0
9935.0,4.989431303472572,0.05,1673.0,9359.0,1519.0,146.0,7.0,1.0,0.0
9935.0,4.989431303472572,0.075,2242.0,9076.0,1944.0,271.0,27.0,0.0,0.0
9935.0,4.989431303472572,0.1,2798.0,8785.0,2310.0,433.0,51.0,4.0,0.0
9935.0,4.989431303472572,0.125,3275.0,8512.0,2584.0,599.0,77.0,15.0,0.0
9935.0,4.989431303472572,0.15,3555.0,8223.0,2636.0,750.0,140.0,26.0,3.0
9935.0,4.989431303472572,0.01,368.0,9814.0,360.0,8.0,0.0,0.0,0.0
9935.0,4.989431303472572,0.025,853.0,9621.0,804.0,46.0,3.0,0.0,0.0
9935.0,4.989431303472572,0.05,1615.0,9275.0,1470.0,135.0,10.0,0.0,0.0
9935.0,4.989431303472572,0.075,2275.0,8935.0,1952.0,293.0,29.0,1.0,0.0
9935.0,4.989431303472572,0.1,2756.0,8589.0,2242.0,450.0,58.0,6.0,0.0
9935.0,4.989431303472572,0.125,3164.0,8239.0,2471.0,573.0,112.0,8.0,0.0
9935.0,4.989431303472572,0.15,3468.0,7881.0,2585.0,724.0,142.0,14.0,3.0
9935.0,4.989431303472572,0.01,386.0,9785.0,379.0,7.0,0.0,0.0,0.0
9935.0,4.989431303472572,0.025,865.0,9541.0,816.0,49.0,0.0,0.0,0.0
9935.0,4.989431303472572,0.05,1656.0,9149.0,1492.0,155.0,9.0,0.0,0.0
9935.0,4.989431303472572,0.075,2196.0,8739.0,1878.0,284.0,33.0,1.0,0.0
9935.0,4.989431303472572,0.1,2635.0,8322.0,2171.0,407.0,51.0,6.0,0.0
9935.0,4.989431303472572,0.125,2954.0,7907.0,2319.0,549.0,76.0,10.0,0.0
9935.0,4.989431303472572,0.15,3203.0,7471.0,2390.0,668.0,120.0,24.0,1.0
9935.0,4.989431303472572,0.01,394.0,9823.0,387.0,7.0,0.0,0.0,0.0
9935.0,4.989431303472572,0.025,860.0,9656.0,824.0,35.0,1.0,0.0,0.0
9935.0,4.989431303472572,0.05,1679.0,9368.0,1519.0,153.0,5.0,2.0,0.0
9935.0,4.989431303472572,0.075,2306.0,9079.0,2006.0,277.0,23.0,0.0,0.0
9935.0,4.989431303472572,0.1,2837.0,8799.0,2337.0,447.0,46.0,7.0,0.0
9935.0,4.989431303472572,0.125,3276.0,8509.0,2583.0,586.0,99.0,7.0,1.0
9935.0,4.989431303472572,0.15,3656.0,8241.0,2749.0,755.0,132.0,18.0,2.0
9935.0,4.989431303472572,0.01,398.0,9829.0,390.0,8.0,0.0,0.0,0.0
9935.0,4.989431303472572,0.025,990.0,9664.0,932.0,57.0,1.0,0.0,0.0
9935.0,4.989431303472572,0.05,1765.0,9383.0,1602.0,152.0,10.0,1.0,0.0
9935.0,4.989431303472572,0.075,2343.0,9094.0,2013.0,297.0,29.0,4.0,0.0
9935.0,4.989431303472572,0.1,2907.0,8789.0,2399.0,437.0,61.0,10.0,0.0
9935.0,4.989431303472572,0.125,3343.0,8510.0,2589.0,635.0,101.0,18.0,0.0
9935.0,4.989431303472572,0.15,3662.0,8209.0,2695.0,772.0,167.0,27.0,1.0
9935.0,4.989431303472572,0.01,389.0,9822.0,383.0,6.0,0.0,0.0,0.0
9935.0,4.989431303472572,0.025,876.0,9663.0,838.0,38.0,0.0,0.0,0.0
9935.0,4.989431303472572,0.05,1643.0,9372.0,1506.0,132.0,5.0,0.0,0.0
9935.0,4.989431303472572,0.075,2283.0,9074.0,1992.0,263.0,26.0,2.0,0.0
9935.0,4.989431303472572,0.1,2813.0,8767.0,2335.0,415.0,54.0,9.0,0.0
9935.0,4.989431303472572,0.125,3272.0,8460.0,2589.0,573.0,96.0,11.0,3.0
9935.0,4.989431303472572,0.15,3594.0,8159.0,2657.0,772.0,146.0,15.0,4.0
9935.0,4.989431303472572,0.01,352.0,9814.0,345.0,7.0,0.0,0.0,0.0
9935.0,4.989431303472572,0.025,877.0,9598.0,831.0,45.0,1.0,0.0,0.0
9935.0,4.989431303472572,0.05,1585.0,9259.0,1429.0,148.0,6.0,2.0,0.0
9935.0,4.989431303472572,0.075,2186.0,8949.0,1879.0,280.0,23.0,4.0,0.0
9935.0,4.989431303472572,0.1,2711.0,8587.0,2215.0,440.0,53.0,3.0,0.0
9935.0,4.989431303472572,0.125,3082.0,8244.0,2401.0,579.0,90.0,11.0,1.0
9935.0,4.989431303472572,0.15,3396.0,7860.0,2554.0,678.0,143.0,19.0,2.0
9935.0,4.989431303472572,0.01,381.0,9822.0,378.0,3.0,0.0,0.0,0.0
9935.0,4.989431303472572,0.025,940.0,9650.0,908.0,32.0,0.0,0.0,0.0
9935.0,4.989431303472572,0.05,1762.0,9361.0,1609.0,144.0,9.0,0.0,0.0
9935.0,4.989431303472572,0.075,2320.0,9070.0,1995.0,294.0,29.0,2.0,0.0
9935.0,4.989431303472572,0.1,2808.0,8761.0,2306.0,442.0,52.0,8.0,0.0
9935.0,4.989431303472572,0.125,3185.0,8440.0,2476.0,601.0,101.0,7.0,0.0
9935.0,4.989431303472572,0.15,3532.0,8118.0,2631.0,744.0,133.0,22.0,2.0
9935.0,4.989431303472572,0.01,381.0,9824.0,378.0,3.0,0.0,0.0,0.0
9935.0,4.989431303472572,0.025,912.0,9666.0,869.0,42.0,1.0,0.0,0.0
9935.0,4.989431303472572,0.05,1721.0,9381.0,1571.0,144.0,6.0,0.0,0.0
9935.0,4.989431303472572,0.075,2359.0,9109.0,2052.0,281.0,24.0,2.0,0.0
9935.0,4.989431303472572,0.1,2863.0,8823.0,2350.0,451.0,55.0,7.0,0.0
9935.0,4.989431303472572,0.125,3270.0,8548.0,2550.0,604.0,101.0,13.0,2.0
9935.0,4.989431303472572,0.15,3598.0,8264.0,2666.0,751.0,162.0,16.0,3.0
9935.0,4.989431303472572,0.01,354.0,9824.0,347.0,7.0,0.0,0.0,0.0
9935.0,4.989431303472572,0.025,897.0,9631.0,866.0,30.0,1.0,0.0,0.0
9935.0,4.989431303472572,0.05,1708.0,9339.0,1558.0,141.0,9.0,0.0,0.0
9935.0,4.989431303472572,0.075,2333.0,9055.0,2024.0,281.0,25.0,3.0,0.0
9935.0,4.989431303472572,0.1,2907.0,8761.0,2408.0,420.0,76.0,3.0,0.0
9935.0,4.989431303472572,0.125,3367.0,8461.0,2647.0,607.0,101.0,11.0,1.0
9935.0,4.989431303472572,0.15,3656.0,8152.0,2709.0,780.0,147.0,18.0,2.0
9935.0,4.989431303472572,0.01,400.0,9745.0,392.0,8.0,0.0,0.0,0.0
9935.0,4.989431303472572,0.025,902.0,9452.0,861.0,38.0,3.0,0.0,0.0
9935.0,4.989431303472572,0.05,1514.0,8876.0,1382.0,124.0,8.0,0.0,0.0
9935.0,4.989431303472572,0.075,2131.0,8320.0,1819.0,283.0,27.0,2.0,0.0
9935.0,4.989431303472572,0.1,2496.0,7737.0,2035.0,413.0,46.0,1.0,1.0
9935.0,4.989431303472572,0.125,2627.0,7016.0,2066.0,483.0,72.0,4.0,2.0
9935.0,4.989431303472572,0.01,404.0,9817.0,392.0,12.0,0.0,0.0,0.0
9935.0,4.989431303472572,0.025,963.0,9648.0,908.0,52.0,3.0,0.0,0.0
9935.0,4.989431303472572,0.05,1726.0,9362.0,1553.0,158.0,14.0,1.0,0.0
9935.0,4.989431303472572,0.075,2375.0,9076.0,2045.0,305.0,23.0,2.0,0.0
9935.0,4.989431303472572,0.1,2936.0,8787.0,2425.0,455.0,54.0,2.0,0.0
9935.0,4.989431303472572,0.125,3333.0,8498.0,2562.0,647.0,110.0,14.0,0.0
9935.0,4.989431303472572,0.15,3676.0,8193.0,2694.0,777.0,173.0,31.0,1.0
9935.0,4.989431303472572,0.01,370.0,9821.0,365.0,5.0,0.0,0.0,0.0
9935.0,4.989431303472572,0.025,926.0,9662.0,875.0,49.0,2.0,0.0,0.0
9935.0,4.989431303472572,0.05,1627.0,9379.0,1479.0,138.0,9.0,0.0,1.0
9935.0,4.989431303472572,0.075,2306.0,9101.0,2016.0,262.0,27.0,1.0,0.0
9935.0,4.989431303472572,0.1,2861.0,8815.0,2335.0,462.0,56.0,8.0,0.0
9935.0,4.989431303472572,0.125,3321.0,8524.0,2615.0,606.0,90.0,9.0,1.0
9935.0,4.989431303472572,0.15,3672.0,8246.0,2704.0,805.0,137.0,22.0,4.0
9935.0,4.989431303472572,0.01,387.0,9825.0,379.0,8.0,0.0,0.0,0.0
9935.0,4.989431303472572,0.025,955.0,9657.0,909.0,46.0,0.0,0.0,0.0
9935.0,4.989431303472572,0.05,1705.0,9378.0,1542.0,154.0,8.0,1.0,0.0
9935.0,4.989431303472572,0.075,2304.0,9090.0,1985.0,294.0,24.0,1.0,0.0
9935.0,4.989431303472572,0.1,2839.0,8812.0,2314.0,450.0,71.0,4.0,0.0
9935.0,4.989431303472572,0.125,3241.0,8525.0,2535.0,587.0,103.0,15.0,1.0
9935.0,4.989431303472572,0.15,3613.0,8240.0,2683.0,766.0,132.0,29.0,3.0
9935.0,4.989431303472572,0.01,377.0,9807.0,366.0,11.0,0.0,0.0,0.0
9935.0,4.989431303472572,0.025,879.0,9572.0,838.0,38.0,3.0,0.0,0.0
9935.0,4.989431303472572,0.05,1634.0,9242.0,1469.0,157.0,8.0,0.0,0.0
9935.0,4.989431303472572,0.075,2244.0,8881.0,1947.0,272.0,22.0,3.0,0.0
9935.0,4.989431303472572,0.1,2741.0,8521.0,2270.0,412.0,51.0,7.0,1.0
9935.0,4.989431303472572,0.125,3071.0,8147.0,2407.0,569.0,78.0,17.0,0.0
9935.0,4.989431303472572,0.15,3375.0,7774.0,2502.0,750.0,110.0,12.0,1.0
9935.0,4.989431303472572,0.01,380.0,9831.0,373.0,7.0,0.0,0.0,0.0
9935.0,4.989431303472572,0.025,891.0,9660.0,847.0,44.0,0.0,0.0,0.0
9935.0,4.989431303472572,0.05,1672.0,9374.0,1541.0,123.0,7.0,1.0,0.0
9935.0,4.989431303472572,0.075,2317.0,9090.0,2018.0,267.0,24.0,7.0,1.0
9935.0,4.989431303472572,0.1,2824.0,8801.0,2336.0,431.0,46.0,10.0,1.0
9935.0,4.989431303472572,0.125,3278.0,8513.0,2569.0,593.0,106.0,9.0,1.0
9935.0,4.989431303472572,0.15,3573.0,8218.0,2604.0,798.0,148.0,21.0,2.0
9935.0,4.989431303472572,0.01,383.0,9817.0,376.0,7.0,0.0,0.0,0.0
9935.0,4.989431303472572,0.025,960.0,9622.0,920.0,39.0,1.0,0.0,0.0
9935.0,4.989431303472572,0.05,1680.0,9283.0,1510.0,153.0,17.0,0.0,0.0
9935.0,4.989431303472572,0.075,2299.0,8936.0,1979.0,288.0,29.0,3.0,0.0
9935.0,4.989431303472572,0.1,2873.0,8602.0,2325.0,487.0,56.0,5.0,0.0
9935.0,4.989431303472572,0.125,3226.0,8235.0,2507.0,592.0,113.0,12.0,2.0
9935.0,4.989431303472572,0.15,3527.0,7872.0,2620.0,725.0,158.0,20.0,4.0
9935.0,4.989431303472572,0.01,406.0,9816.0,397.0,9.0,0.0,0.0,0.0
9935.0,4.989431303472572,0.025,932.0,9651.0,878.0,52.0,2.0,0.0,0.0
9935.0,4.989431303472572,0.05,1724.0,9373.0,1550.0,158.0,15.0,1.0,0.0
9935.0,4.989431303472572,0.075,2364.0,9100.0,2045.0,283.0,30.0,6.0,0.0
9935.0,4.989431303472572,0.1,2869.0,8811.0,2332.0,457.0,73.0,6.0,1.0
9935.0,4.989431303472572,0.125,3311.0,8518.0,2528.0,645.0,126.0,11.0,1.0
9935.0,4.989431303472572,0.15,3659.0,8235.0,2647.0,802.0,183.0,23.0,4.0
9935.0,4.989431303472572,0.01,406.0,9818.0,401.0,5.0,0.0,0.0,0.0
9935.0,4.989431303472572,0.025,902.0,9631.0,865.0,36.0,1.0,0.0,0.0
9935.0,4.989431303472572,0.05,1684.0,9326.0,1523.0,153.0,8.0,0.0,0.0
9935.0,4.989431303472572,0.075,2309.0,9001.0,2001.0,281.0,24.0,3.0,0.0
9935.0,4.989431303472572,0.1,2746.0,8652.0,2278.0,408.0,50.0,9.0,1.0
9935.0,4.989431303472572,0.125,3160.0,8309.0,2503.0,554.0,89.0,14.0,0.0
9935.0,4.989431303472572,0.15,3453.0,7960.0,2635.0,681.0,122.0,13.0,2.0
9935.0,4.989431303472572,0.01,400.0,9827.0,396.0,4.0,0.0,0.0,0.0
9935.0,4.989431303472572,0.025,901.0,9655.0,860.0,39.0,2.0,0.0,0.0
9935.0,4.989431303472572,0.05,1646.0,9376.0,1486.0,154.0,5.0,1.0,0.0
9935.0,4.989431303472572,0.075,2301.0,9092.0,1982.0,292.0,24.0,3.0,0.0
9935.0,4.989431303472572,0.1,2833.0,8820.0,2333.0,437.0,59.0,4.0,0.0
9935.0,4.989431303472572,0.125,3260.0,8531.0,2552.0,601.0,98.0,8.0,1.0
9935.0,4.989431303472572,0.15,3608.0,8238.0,2642.0,808.0,136.0,18.0,4.0
9935.0,4.989431303472572,0.01,404.0,9819.0,396.0,8.0,0.0,0.0,0.0
9935.0,4.989431303472572,0.025,906.0,9620.0,869.0,36.0,1.0,0.0,0.0
9935.0,4.989431303472572,0.05,1642.0,9306.0,1489.0,141.0,11.0,1.0,0.0
9935.0,4.989431303472572,0.075,2275.0,9002.0,1963.0,287.0,21.0,4.0,0.0
9935.0,4.989431303472572,0.1,2807.0,8692.0,2293.0,460.0,48.0,6.0,0.0
9935.0,4.989431303472572,0.125,3212.0,8369.0,2521.0,581.0,96.0,13.0,1.0
9935.0,4.989431303472572,0.15,3550.0,8052.0,2613.0,771.0,143.0,21.0,2.0
9935.0,4.989431303472572,0.01,387.0,9819.0,377.0,10.0,0.0,0.0,0.0
9935.0,4.989431303472572,0.025,965.0,9638.0,912.0,51.0,2.0,0.0,0.0
9935.0,4.989431303472572,0.05,1738.0,9345.0,1571.0,155.0,12.0,0.0,0.0
9935.0,4.989431303472572,0.075,2422.0,9056.0,2069.0,322.0,29.0,2.0,0.0
9935.0,4.989431303472572,0.1,2946.0,8772.0,2396.0,480.0,65.0,5.0,0.0
9935.0,4.989431303472572,0.125,3355.0,8485.0,2588.0,635.0,116.0,14.0,2.0
9935.0,4.989431303472572,0.15,3682.0,8184.0,2703.0,783.0,165.0,28.0,3.0
9935.0,4.989431303472572,0.01,402.0,9828.0,389.0,13.0,0.0,0.0,0.0
9935.0,4.989431303472572,0.025,934.0,9643.0,893.0,40.0,1.0,0.0,0.0
9935.0,4.989431303472572,0.05,1665.0,9359.0,1508.0,147.0,10.0,0.0,0.0
9935.0,4.989431303472572,0.075,2283.0,9051.0,1977.0,284.0,20.0,2.0,0.0
9935.0,4.989431303472572,0.1,2832.0,8753.0,2334.0,452.0,37.0,9.0,0.0
9935.0,4.989431303472572,0.125,3259.0,8443.0,2529.0,626.0,91.0,11.0,2.0
9935.0,4.989431303472572,0.15,3603.0,8135.0,2661.0,773.0,146.0,21.0,2.0
9935.0,4.989431303472572,0.01,368.0,9815.0,363.0,5.0,0.0,0.0,0.0
9935.0,4.989431303472572,0.025,897.0,9618.0,871.0,25.0,1.0,0.0,0.0
9935.0,4.989431303472572,0.05,1662.0,9304.0,1506.0,150.0,5.0,1.0,0.0
9935.0,4.989431303472572,0.075,2230.0,8930.0,1908.0,293.0,26.0,3.0,0.0
9935.0,4.989431303472572,0.1,2731.0,8576.0,2235.0,442.0,52.0,2.0,0.0
9935.0,4.989431303472572,0.125,3187.0,8241.0,2504.0,583.0,87.0,12.0,1.0
9935.0,4.989431303472572,0.15,3480.0,7891.0,2626.0,703.0,129.0,17.0,5.0
9935.0,4.989431303472572,0.01,334.0,9816.0,324.0,10.0,0.0,0.0,0.0
9935.0,4.989431303472572,0.025,877.0,9639.0,828.0,48.0,1.0,0.0,0.0
9935.0,4.989431303472572,0.05,1648.0,9369.0,1485.0,150.0,12.0,1.0,0.0
9935.0,4.989431303472572,0.075,2265.0,9088.0,1973.0,258.0,33.0,1.0,0.0
9935.0,4.989431303472572,0.1,2842.0,8787.0,2371.0,420.0,47.0,3.0,1.0
9935.0,4.989431303472572,0.125,3354.0,8506.0,2647.0,611.0,85.0,10.0,1.0
9935.0,4.989431303472572,0.15,3706.0,8213.0,2772.0,776.0,137.0,20.0,1.0
9935.0,4.989431303472572,0.01,375.0,9825.0,366.0,9.0,0.0,0.0,0.0
9935.0,4.989431303472572,0.025,933.0,9660.0,889.0,43.0,0.0,1.0,0.0
9935.0,4.989431303472572,0.05,1695.0,9388.0,1538.0,150.0,7.0,0.0,0.0
9935.0,4.989431303472572,0.075,2339.0,9116.0,1997.0,310.0,30.0,2.0,0.0
9935.0,4.989431303472572,0.1,2867.0,8842.0,2334.0,464.0,66.0,3.0,0.0
9935.0,4.989431303472572,0.125,3268.0,8539.0,2560.0,588.0,115.0,5.0,0.0
9935.0,4.989431303472572,0.15,3667.0,8263.0,2748.0,747.0,150.0,22.0,0.0
9935.0,4.989431303472572,0.01,374.0,9805.0,369.0,5.0,0.0,0.0,0.0
9935.0,4.989431303472572,0.025,918.0,9609.0,878.0,40.0,0.0,0.0,0.0
9935.0,4.989431303472572,0.05,1653.0,9252.0,1498.0,151.0,4.0,0.0,0.0
9935.0,4.989431303472572,0.075,2306.0,8896.0,1962.0,321.0,22.0,1.0,0.0
9935.0,4.989431303472572,0.1,2811.0,8515.0,2279.0,457.0,70.0,5.0,0.0
9935.0,4.989431303472572,0.125,3128.0,8117.0,2377.0,631.0,105.0,14.0,1.0
9935.0,4.989431303472572,0.15,3358.0,7726.0,2428.0,732.0,174.0,22.0,2.0
9935.0,4.989431303472572,0.01,353.0,9797.0,350.0,3.0,0.0,0.0,0.0
9935.0,4.989431303472572,0.025,900.0,9585.0,849.0,49.0,2.0,0.0,0.0
9935.0,4.989431303472572,0.05,1658.0,9219.0,1480.0,167.0,10.0,1.0,0.0
9935.0,4.989431303472572,0.075,2289.0,8838.0,1982.0,283.0,24.0,0.0,0.0
9935.0,4.989431303472572,0.1,2786.0,8461.0,2284.0,446.0,50.0,4.0,2.0
9935.0,4.989431303472572,0.125,3088.0,8052.0,2419.0,567.0,91.0,9.0,2.0
9935.0,4.989431303472572,0.15,3289.0,7587.0,2476.0,667.0,136.0,9.0,1.0
9935.0,4.989431303472572,0.01,363.0,9800.0,355.0,8.0,0.0,0.0,0.0
9935.0,4.989431303472572,0.025,867.0,9577.0,819.0,46.0,2.0,0.0,0.0
9935.0,4.989431303472572,0.05,1639.0,9215.0,1486.0,139.0,11.0,3.0,0.0
9935.0,4.989431303472572,0.075,2269.0,8838.0,1950.0,283.0,31.0,5.0,0.0
9935.0,4.989431303472572,0.1,2742.0,8512.0,2241.0,445.0,50.0,5.0,1.0
9935.0,4.989431303472572,0.125,3142.0,8140.0,2454.0,588.0,81.0,17.0,2.0
9935.0,4.989431303472572,0.15,3388.0,7750.0,2545.0,686.0,139.0,18.0,0.0
9935.0,4.989431303472572,0.01,359.0,9822.0,352.0,7.0,0.0,0.0,0.0
9935.0,4.989431303472572,0.025,921.0,9653.0,869.0,51.0,1.0,0.0,0.0
9935.0,4.989431303472572,0.05,1695.0,9360.0,1537.0,148.0,9.0,1.0,0.0
9935.0,4.989431303472572,0.075,2349.0,9054.0,2047.0,277.0,24.0,1.0,0.0
9935.0,4.989431303472572,0.1,2876.0,8767.0,2371.0,447.0,54.0,4.0,0.0
9935.0,4.989431303472572,0.125,3294.0,8465.0,2595.0,587.0,96.0,16.0,0.0
9935.0,4.989431303472572,0.15,3648.0,8159.0,2693.0,785.0,143.0,24.0,3.0
9935.0,4.989431303472572,0.01,417.0,9797.0,412.0,5.0,0.0,0.0,0.0
9935.0,4.989431303472572,0.025,905.0,9571.0,855.0,49.0,1.0,0.0,0.0
9935.0,4.989431303472572,0.05,1582.0,9203.0,1419.0,149.0,14.0,0.0,0.0
9935.0,4.989431303472572,0.075,2215.0,8785.0,1914.0,269.0,24.0,6.0,2.0
9935.0,4.989431303472572,0.1,2661.0,8312.0,2190.0,406.0,57.0,7.0,1.0
9935.0,4.989431303472572,0.125,2971.0,7852.0,2322.0,540.0,87.0,21.0,1.0
9935.0,4.989431303472572,0.15,3175.0,7296.0,2388.0,665.0,101.0,17.0,4.0
49643.0,5.020365409020406,0.01,1850.0,49010.0,1822.0,28.0,0.0,0.0,0.0
49643.0,5.020365409020406,0.025,4472.0,48074.0,4249.0,219.0,4.0,0.0,0.0
49643.0,5.020365409020406,0.05,8208.0,46449.0,7446.0,710.0,50.0,2.0,0.0
49643.0,5.020365409020406,0.075,11483.0,44850.0,9898.0,1451.0,126.0,8.0,0.0
49643.0,5.020365409020406,0.1,13925.0,43215.0,11402.0,2213.0,286.0,22.0,2.0
49643.0,5.020365409020406,0.125,15989.0,41573.0,12406.0,3026.0,497.0,52.0,8.0
49643.0,5.020365409020406,0.15,17596.0,39879.0,13036.0,3675.0,755.0,114.0,16.0
49643.0,5.020365409020406,0.01,1873.0,49091.0,1841.0,30.0,2.0,0.0,0.0
49643.0,5.020365409020406,0.025,4483.0,48259.0,4268.0,208.0,6.0,1.0,0.0
49643.0,5.020365409020406,0.05,8320.0,46850.0,7518.0,753.0,47.0,2.0,0.0
49643.0,5.020365409020406,0.075,11458.0,45437.0,9790.0,1508.0,144.0,16.0,0.0
49643.0,5.020365409020406,0.1,14199.0,43977.0,11558.0,2313.0,293.0,35.0,0.0
49643.0,5.020365409020406,0.125,16414.0,42550.0,12688.0,3152.0,513.0,58.0,3.0
49643.0,5.020365409020406,0.15,18176.0,41140.0,13286.0,4034.0,746.0,102.0,8.0
49643.0,5.020365409020406,0.01,1906.0,49089.0,1868.0,37.0,1.0,0.0,0.0
49643.0,5.020365409020406,0.025,4581.0,48221.0,4327.0,247.0,6.0,1.0,0.0
49643.0,5.020365409020406,0.05,8481.0,46784.0,7686.0,752.0,39.0,3.0,1.0
49643.0,5.020365409020406,0.075,11690.0,45362.0,10071.0,1487.0,120.0,10.0,2.0
49643.0,5.020365409020406,0.1,14374.0,43949.0,11764.0,2292.0,284.0,32.0,2.0
49643.0,5.020365409020406,0.125,16401.0,42472.0,12720.0,3160.0,464.0,51.0,6.0
49643.0,5.020365409020406,0.15,18169.0,41045.0,13361.0,3974.0,730.0,92.0,12.0
49643.0,5.020365409020406,0.01,1845.0,48638.0,1809.0,36.0,0.0,0.0,0.0
49643.0,5.020365409020406,0.025,4479.0,47074.0,4267.0,201.0,11.0,0.0,0.0
49643.0,5.020365409020406,0.05,7813.0,44317.0,7036.0,732.0,45.0,0.0,0.0
49643.0,5.020365409020406,0.075,10423.0,41479.0,8990.0,1311.0,115.0,6.0,1.0
49643.0,5.020365409020406,0.1,11954.0,38239.0,9851.0,1852.0,217.0,34.0,0.0
49643.0,5.020365409020406,0.125,12386.0,33769.0,9790.0,2240.0,309.0,43.0,4.0
